2024-07-17 17:38:27,72,43
2024-07-17 17:38:28,72,43
2024-07-17 17:38:29,72,42
2024-07-17 17:38:30,72,42
2024-07-17 17:38:31,71,42
2024-07-17 17:38:32,71,41
2024-07-17 17:38:33,71,41
2024-07-17 17:38:34,71,40
2024-07-17 17:38:35,71,40
2024-07-17 17:38:36,71,39
2024-07-17 17:38:37,71,39
2024-07-17 17:38:38,71,39
2024-07-17 17:38:39,71,38
2024-07-17 17:38:40,71,38
2024-07-17 17:38:42,71,38
2024-07-17 17:38:43,71,37
2024-07-17 17:38:44,71,37
2024-07-17 17:38:45,71,36
2024-07-17 17:38:46,71,36
2024-07-17 17:38:47,71,36
2024-07-17 17:38:48,70,36
2024-07-17 17:38:49,70,36
2024-07-17 17:38:50,70,36
2024-07-17 17:38:51,70,34
2024-07-17 17:38:52,70,34
2024-07-17 17:38:53,70,34
2024-07-17 17:38:54,70,33
2024-07-17 17:38:55,70,33
2024-07-17 17:38:57,70,32
2024-07-17 17:38:58,70,32
2024-07-17 17:38:59,70,32
2024-07-17 17:39:00,70,31
2024-07-17 17:39:01,69,31
2024-07-17 17:39:02,69,31
2024-07-17 17:39:03,69,30
2024-07-17 17:39:04,69,30
2024-07-17 17:39:05,69,30
2024-07-17 17:39:06,69,30
2024-07-17 17:39:07,69,29
2024-07-17 17:39:08,69,29
2024-07-17 17:39:09,69,29
2024-07-17 17:39:10,69,28
2024-07-17 17:39:12,69,28
2024-07-17 17:39:13,69,28
2024-07-17 17:39:14,69,27
2024-07-17 17:39:15,69,27
2024-07-17 17:39:16,69,27
2024-07-17 17:39:17,68,27
2024-07-17 17:39:18,68,27
2024-07-17 17:39:19,68,27
2024-07-17 17:39:20,68,27
2024-07-17 17:39:21,68,25
2024-07-17 17:39:22,68,25
2024-07-17 17:39:23,68,25
2024-07-17 17:39:24,68,24
2024-07-17 17:39:25,68,24
2024-07-17 17:39:27,73,59
2024-07-17 17:39:28,73,59
2024-07-17 17:39:29,73,58
2024-07-17 17:39:30,73,58
2024-07-17 17:39:31,73,57
2024-07-17 17:39:32,73,57
2024-07-17 17:39:33,73,57
2024-07-17 17:39:34,73,56
2024-07-17 17:39:35,73,56
2024-07-17 17:39:36,73,55
2024-07-17 17:39:37,73,55
2024-07-17 17:39:38,73,54
2024-07-17 17:39:39,72,54
2024-07-17 17:39:40,72,53
2024-07-17 17:39:42,66,95
2024-07-17 17:39:43,66,94
2024-07-17 17:39:44,67,94
2024-07-17 17:39:45,67,94
2024-07-17 17:39:46,67,93
2024-07-17 17:39:47,67,93
2024-07-17 17:39:48,68,93
2024-07-17 17:39:49,68,93
2024-07-17 17:39:50,68,92
2024-07-17 17:39:51,68,92
2024-07-17 17:39:52,69,92
2024-07-17 17:39:53,69,91
2024-07-17 17:39:54,69,91
2024-07-17 17:39:55,69,91
2024-07-17 17:39:57,48,77
2024-07-17 17:39:58,48,76
2024-07-17 17:39:59,47,76
2024-07-17 17:40:00,47,75
2024-07-17 17:40:01,47,75
2024-07-17 17:40:02,46,75
2024-07-17 17:40:03,46,74
2024-07-17 17:40:04,46,74
2024-07-17 17:40:05,46,73
2024-07-17 17:40:06,45,73
2024-07-17 17:40:07,45,72
2024-07-17 17:40:08,45,72
2024-07-17 17:40:09,45,71
2024-07-17 17:40:10,45,71
2024-07-17 17:40:12,44,70
2024-07-17 17:40:13,43,70
2024-07-17 17:40:14,43,70
2024-07-17 17:40:15,43,68
2024-07-17 17:40:16,42,68
2024-07-17 17:40:17,42,67
2024-07-17 17:40:18,42,67
2024-07-17 17:40:19,42,66
2024-07-17 17:40:20,41,66
2024-07-17 17:40:21,41,66
2024-07-17 17:40:22,41,64
2024-07-17 17:40:23,40,64
2024-07-17 17:40:24,40,63
2024-07-17 17:40:25,40,63
2024-07-17 17:40:27,78,63
2024-07-17 17:40:28,77,63
2024-07-17 17:40:29,77,63
2024-07-17 17:40:30,77,63
2024-07-17 17:40:31,77,61
2024-07-17 17:40:32,77,61
2024-07-17 17:40:33,77,60
2024-07-17 17:40:34,77,60
2024-07-17 17:40:35,77,60
2024-07-17 17:40:36,77,59
2024-07-17 17:40:37,77,59
2024-07-17 17:40:38,76,58
2024-07-17 17:40:39,76,58
2024-07-17 17:40:40,76,58
2024-07-17 17:40:42,36,54
2024-07-17 17:40:43,35,54
2024-07-17 17:40:44,35,54
2024-07-17 17:40:45,35,52
2024-07-17 17:40:46,35,52
2024-07-17 17:40:47,35,51
2024-07-17 17:40:48,35,51
2024-07-17 17:40:49,34,50
2024-07-17 17:40:50,34,50
2024-07-17 17:40:51,34,49
2024-07-17 17:40:52,33,48
2024-07-17 17:40:53,33,48
2024-07-17 17:40:54,33,47
2024-07-17 17:40:55,33,47
2024-07-17 17:40:57,74,51
2024-07-17 17:40:58,74,51
2024-07-17 17:40:59,74,50
2024-07-17 17:41:00,73,50
2024-07-17 17:41:01,73,49
2024-07-17 17:41:02,73,49
2024-07-17 17:41:03,73,49
2024-07-17 17:41:04,73,48
2024-07-17 17:41:05,73,48
2024-07-17 17:41:06,73,47
2024-07-17 17:41:07,72,47
2024-07-17 17:41:08,72,46
2024-07-17 17:41:09,72,46
2024-07-17 17:41:10,72,46
2024-07-17 17:41:12,74,92
2024-07-17 17:41:13,74,91
2024-07-17 17:41:14,74,91
2024-07-17 17:41:15,74,91
2024-07-17 17:41:16,74,91
2024-07-17 17:41:17,74,90
2024-07-17 17:41:18,74,90
2024-07-17 17:41:19,74,90
2024-07-17 17:41:20,74,90
2024-07-17 17:41:21,74,89
2024-07-17 17:41:22,74,89
2024-07-17 17:41:23,74,89
2024-07-17 17:41:27,69,39
2024-07-17 17:41:28,69,39
2024-07-17 17:41:29,69,38
2024-07-17 17:41:30,69,38
2024-07-17 17:41:31,69,37
2024-07-17 17:41:32,69,37
2024-07-17 17:41:33,69,37
2024-07-17 17:41:34,68,37
2024-07-17 17:41:35,68,37
2024-07-17 17:41:36,68,37
2024-07-17 17:41:37,68,35
2024-07-17 17:41:38,68,35
2024-07-17 17:41:39,68,34
2024-07-17 17:41:40,67,34
2024-07-17 17:41:42,73,85
2024-07-17 17:41:43,73,84
2024-07-17 17:41:44,73,84
2024-07-17 17:41:45,73,84
2024-07-17 17:41:46,73,83
2024-07-17 17:41:47,73,83
2024-07-17 17:41:48,73,83
2024-07-17 17:41:49,73,82
2024-07-17 17:41:50,73,82
2024-07-17 17:41:51,73,82
